Price,Close,High,Low,Open,Volume,MA7,MA30,MA200,Volatility
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,
Date,,,,,,,,,
2021-03-03,50538.2421875,52535.13671875,48274.3203125,48415.81640625,53220811975,47615.47265625,,,
2021-03-04,48561.16796875,51735.08984375,47656.9296875,50522.3046875,52343816680,47825.08928571428,,,
2021-03-05,48927.3046875,49396.4296875,46542.515625,48527.03125,48625928883,48194.73828125,,,
2021-03-06,48912.3828125,49147.21875,47257.52734375,48899.23046875,34363564661,48583.87109375,,,
2021-03-07,51206.69140625,51384.3671875,48918.6796875,48918.6796875,43137459378,49450.85993303572,,,
2021-03-08,52246.5234375,52314.0703125,49506.0546875,51174.1171875,48597428048,49824.47154017857,,,
2021-03-09,54824.1171875,54824.1171875,51981.83203125,52272.96875,50912227385,50745.20424107143,,,
2021-03-10,56008.55078125,57258.25390625,53290.890625,54824.01171875,57295577614,51526.67689732143,49995.6578125,,3485.795993822469
2021-03-11,57805.12109375,58091.0625,54484.59375,55963.1796875,56772343595,52847.24162946428,50373.125,,3698.711946540556
2021-03-12,57332.08984375,57996.62109375,55376.6484375,57821.21875,55689944702,54047.92522321428,50786.921875,,3761.270888387501
2021-03-13,61243.0859375,61683.86328125,56217.97265625,57343.37109375,60669829814,55809.45424107143,51231.38033854167,,4174.60361941502
2021-03-14,59302.31640625,61597.91796875,59302.31640625,61221.1328125,43901225564,56965.97209821428,51624.629166666666,,4362.875511211238
2021-03-15,55907.19921875,60540.9921875,55393.1640625,59267.4296875,66419369890,57488.92578125,51918.01861979167,,4344.40383980417
2021-03-16,56804.90234375,56833.1796875,53555.02734375,55840.78515625,59749798599,57771.89508928572,52187.605729166666,,4389.635691121189
