Price,Close,High,Low,Open,Volume,MA7,MA30,MA200,Volatility
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,
Date,,,,,,,,,
2022-01-10,41821.26171875,42199.484375,39796.5703125,41910.23046875,32104232331,42807.459263392855,46878.698828125,48245.006416015625,2809.328399812817
2022-01-11,42735.85546875,43001.15625,41407.75390625,41819.5078125,26327648900,42355.78515625,46633.2828125,48300.496796875,2839.789168014151
2022-01-12,43949.1015625,44135.3671875,42528.98828125,42742.1796875,33499938689,42410.08482142857,46540.33684895833,48359.31091796875,2881.5852695890603
2022-01-13,42591.5703125,44278.421875,42447.04296875,43946.7421875,47691135082,42328.747767857145,46406.301432291664,48399.020546875,2970.260884727624
2022-01-14,43099.69921875,43346.6875,41982.6171875,42598.87109375,23577403399,42549.00446428572,46213.06731770833,48442.34736328125,2991.1494711936316
2022-01-15,43177.3984375,43724.671875,42669.03515625,43101.8984375,18371348298,42755.212611607145,46063.46640625,48478.89546875,3028.0117926363823
2022-01-16,43113.87890625,43436.80859375,42691.0234375,43172.0390625,17902097845,42926.966517857145,45960.52421875,48519.26068359375,3075.2612956142525
2022-01-17,42250.55078125,43179.390625,41680.3203125,43118.12109375,21690904261,42988.29352678572,45807.25,48562.6528515625,3143.300751196315
2022-01-18,42375.6328125,42534.40234375,41392.21484375,42250.07421875,22417209227,42936.83314732143,45662.87057291667,48605.04578125,3199.519923764069
2022-01-19,41744.328125,42478.3046875,41242.9140625,42374.0390625,23091543258,42621.865513392855,45491.672265625,48640.4246875,3268.7893698674816
2022-01-20,40680.41796875,43413.0234375,40672.82421875,41744.02734375,20382033940,42348.84375,45216.46575520833,48667.38787109375,3315.9641287887093
2022-01-21,36457.31640625,41060.52734375,35791.42578125,40699.60546875,43011992031,41399.931919642855,44810.75924479167,48680.94443359375,3615.1769713022554
2022-01-22,35030.25,36688.8125,34349.25,36471.58984375,39714385405,40236.05357142857,44285.61627604167,48684.91970703125,3853.8592083214467
2022-01-23,36276.8046875,36433.3125,34784.96875,35047.359375,26017975951,39259.32868303572,43800.769921875,48697.02708984375,3917.5846318159943
2022-01-24,36654.328125,37247.51953125,33184.05859375,36275.734375,41856658597,38459.86830357143,43341.585546875,48715.911875,3921.1095621232053
2022-01-25,36954.00390625,37444.5703125,35779.4296875,36654.8046875,26428189594,37685.349888392855,42879.73515625,48731.6918359375,3825.9997648183676
2022-01-26,36852.12109375,38825.41015625,36374.90625,36950.515625,31324598034,36986.463169642855,42420.125260416666,48748.34984375,3687.2410379722346
2022-01-27,37138.234375,37148.32421875,35629.28125,36841.87890625,25041426629,36480.43694196428,42071.771223958334,48762.840078125,3675.7299580397403
2022-01-28,37784.33203125,37952.87890625,36211.109375,37128.4453125,22238830523,36670.01060267857,41783.09192708333,48785.9825,3660.4983267689336
2022-01-29,38138.1796875,38576.26171875,37406.47265625,37780.71484375,17194183075,37114.00055803572,41481.760416666664,48813.16327148437,3572.0812778400427
2022-01-30,37917.6015625,38266.33984375,37437.7109375,38151.91796875,14643548444,37348.400111607145,41202.13229166667,48838.639541015626,3509.165645770818
2022-01-31,38483.125,38647.26171875,36733.57421875,37920.28125,20734730465,37609.65680803572,40895.34270833333,48872.15151367187,3319.905431499077
2022-02-01,38743.2734375,39115.1328125,38113.6640625,38481.765625,20288500328,37865.26674107143,40608.61119791667,48908.760185546875,3108.361596206872
2022-02-02,36952.984375,38834.6171875,36832.73046875,38743.71484375,19155189416,37879.67578125,40291.7734375,48935.859765625,2973.0440961035993
2022-02-03,37154.6015625,37154.6015625,36375.5390625,36944.8046875,18591534769,37882.013950892855,40000.341015625,48962.648720703124,2829.643598872395
2022-02-04,41500.875,41527.78515625,37093.62890625,37149.265625,29412210792,38412.94866071428,39931.40338541667,49016.063935546874,2764.1378247245984
2022-02-05,41441.1640625,41847.1640625,41038.09765625,41501.48046875,19652846215,38884.80357142857,39874.077864583334,49074.233017578124,2712.196146745279
2022-02-06,42412.43359375,42500.78515625,41244.90625,41441.12109375,16142097334,39526.92243303572,39902.562239583334,49125.74171875,2734.8824242316
2022-02-07,43840.28515625,44401.86328125,41748.15625,42406.78125,28641855926,40292.23102678572,39972.773697916666,49183.3776171875,2809.5385374351204
2022-02-08,44118.4453125,45293.8671875,42807.8359375,43854.65234375,33079398868,41060.11272321428,40046.33515625,49236.06208984375,2889.797141249102
2022-02-09,44338.796875,44727.80078125,43232.96875,44096.703125,23245887300,42115.228794642855,40130.25299479167,49286.29384765625,2978.3152794217485
2022-02-10,43565.11328125,45661.171875,43402.80859375,44347.80078125,32142048537,43031.01618303572,40157.894921875,49327.3684765625,3007.0415857626863
2022-02-11,42407.9375,43810.83203125,42114.5390625,43571.12890625,26954925781,43160.59654017857,40106.522786458336,49352.72048828125,2952.7132162156176
2022-02-12,42244.46875,42992.55078125,41852.57421875,42412.30078125,18152390304,43275.35435267857,40094.952734375,49366.908125,2943.3049716754826
2022-02-13,42197.515625,42693.0546875,41950.94140625,42236.56640625,14741589015,43244.65178571428,40064.87994791667,49377.916171875,2916.028348991301
2022-02-14,42586.91796875,42775.77734375,41681.95703125,42157.3984375,20827783012,43065.599330357145,40045.197265625,49390.80865234375,2896.22049088339
2022-02-15,44575.203125,44667.21875,42491.03515625,42586.46484375,22721659051,43130.85044642857,40093.90807291667,49402.50693359375,2961.172092115721
2022-02-16,43961.859375,44578.27734375,43456.69140625,44578.27734375,19792547657,43077.002232142855,40150.95169270833,49414.18525390625,3020.0478694638323
2022-02-17,40538.01171875,44132.97265625,40249.37109375,43937.0703125,26246662813,42644.55915178572,40089.69765625,49417.00083984375,2991.8742398845984
2022-02-18,40030.9765625,40929.15234375,39637.6171875,40552.1328125,23310007704,42304.99330357143,40032.5859375,49421.14599609375,2975.508222469033
2022-02-19,40122.15625,40418.87890625,39713.05859375,40026.0234375,13736557863,42001.80580357143,40013.977213541664,49430.991875,2973.0616649217477
2022-02-20,38431.37890625,40119.890625,38112.8125,40118.1015625,18340576452,41463.78627232143,40079.779296875,49424.41125,2912.864795081787
2022-02-21,37075.28125,39394.4375,36950.4765625,38423.2109375,29280402798,40676.40959821428,40147.947005208334,49405.4398828125,2812.8309179621724
2022-02-22,38286.02734375,38359.85546875,36488.93359375,37068.76953125,25493150450,39777.95591517857,40214.92109375,49382.78751953125,2740.4690735155946
2022-02-23,37296.5703125,39122.39453125,37201.81640625,38285.28125,21849073843,38825.771763392855,40236.32916666667,49346.4913671875,2714.076659970472
2022-02-24,38332.609375,38968.83984375,34459.21875,37278.56640625,46383802093,38510.71428571428,40282.28268229167,49319.163828125,2667.862954215338
2022-02-25,39214.21875,39630.32421875,38111.34375,38333.74609375,26545599159,38394.03459821428,40361.019270833334,49283.40791015625,2597.0544193869664
2022-02-26,39105.1484375,40005.34765625,38702.53515625,39213.08203125,17467554129,38248.747767857145,40426.58307291667,49251.00849609375,2537.0222075153883
2022-02-27,37709.78515625,39778.94140625,37268.9765625,39098.69921875,23450127612,38145.66294642857,40424.09817708333,49211.58923828125,2539.7344680168903
2022-02-28,43193.234375,43760.45703125,37518.21484375,37706.0,35690014104,39019.65625,40592.6,49205.41396484375,2550.511712583651
2022-03-01,44354.63671875,44793.6015625,42952.5859375,43194.50390625,32479047645,39886.60044642857,40807.16783854167,49188.220546875,2588.1981003784044
2022-03-02,43924.1171875,45077.578125,43432.8515625,44357.6171875,29183112630,40833.392857142855,40988.53424479167,49172.35640625,2610.2694914799827
2022-03-03,42451.7890625,44021.578125,41914.75,43925.1953125,24967782593,41421.84709821428,41112.15143229167,49149.38033203125,2587.9906999233904
2022-03-04,39137.60546875,42479.61328125,38805.84765625,42458.140625,28516271427,41410.90234375,41184.97213541667,49115.0459375,2496.0261902594993
2022-03-05,39400.5859375,39566.3359375,38777.03515625,39148.44921875,16975917450,41453.107700892855,41259.83828125,49088.5720703125,2402.916722522029
2022-03-06,38419.984375,39640.17578125,38211.6484375,39404.19921875,19745229902,41554.564732142855,41157.141927083336,49056.6660546875,2457.4764864359895
2022-03-07,38062.0390625,39430.2265625,37260.203125,38429.3046875,28546143503,40821.536830357145,41044.50442708333,49013.388359375,2520.638306796068
2022-03-08,38737.26953125,39304.44140625,37957.38671875,38059.90234375,25776583476,40019.05580357143,40921.99895833333,48960.378828125,2541.0884288937123
2022-03-09,41982.92578125,42465.671875,38706.09375,38742.81640625,32284121034,39741.74274553572,40860.08697916667,48925.76599609375,2489.6403305945882
2022-03-10,39437.4609375,42004.7265625,38832.94140625,41974.0703125,31078064711,39311.12444196428,40704.05416666667,48876.3450390625,2424.213622690413
2022-03-11,38794.97265625,40081.6796875,38347.43359375,39439.96875,26364890465,39262.17689732143,40519.260026041666,48822.58916015625,2347.679047485329
2022-03-12,38904.01171875,39308.59765625,38772.53515625,38794.46484375,14616450657,39191.23772321428,40363.889973958336,48778.5786328125,2292.746582380154
2022-03-13,37849.6640625,39209.3515625,37728.14453125,38884.7265625,17300745310,39109.763392857145,40211.947526041666,48723.0230078125,2303.629267498719
2022-03-14,39666.75390625,39742.5,37680.734375,37846.31640625,24322159070,39339.00837053572,40126.023697916666,48686.64568359375,2273.074271661955
2022-03-15,39338.78515625,39794.62890625,38310.2109375,39664.25,23934000868,39424.939174107145,40030.732682291666,48638.04626953125,2242.961305168426
2022-03-16,41143.9296875,41465.453125,39022.34765625,39335.5703125,39616916192,39305.08258928572,39982.633072916666,48599.25390625,2201.3405340527074
2022-03-17,40951.37890625,41287.53515625,40662.87109375,41140.84375,22009601093,39521.35658482143,39861.83893229167,48559.861640625,2033.6830554699975
2022-03-18,41801.15625,42195.74609375,40302.3984375,40944.83984375,34421564942,39950.81138392857,39789.81549479167,48533.5925,1918.470107922071
2022-03-19,42190.65234375,42316.5546875,41602.66796875,41794.6484375,19664853187,40420.33147321428,39844.903515625,48508.71232421875,1963.8849462342191
2022-03-20,41247.82421875,42241.1640625,41004.7578125,42191.40625,20127946682,40905.782924107145,39885.465104166666,48470.71630859375,1980.35772130684
2022-03-21,41077.99609375,41454.41015625,40668.04296875,41246.1328125,24615543271,41107.388950892855,39917.326432291666,48429.46767578125,1991.9522356269174
2022-03-22,42358.80859375,43124.70703125,40948.28125,41074.10546875,32004652376,41538.82087053572,40048.24075520833,48391.13484375,2019.7898137300451
2022-03-23,42892.95703125,42893.5078125,41877.5078125,42364.37890625,25242943069,41788.681919642855,40242.16328125,48355.87650390625,2003.726871969771
2022-03-24,43960.93359375,44131.85546875,42726.1640625,42886.65234375,31042992291,42218.61830357143,40431.326822916664,48316.91412109375,2079.141230316315
2022-03-25,44348.73046875,44999.4921875,43706.28515625,43964.546875,30574413034,42582.55747767857,40666.398828125,48275.49009765625,2110.9207578214714
2022-03-26,44500.828125,44735.99609375,44166.2734375,44349.859375,16950455995,42912.58258928572,40872.006119791666,48263.93859375,2175.1864842596306
2022-03-27,46820.4921875,46827.546875,44437.29296875,44505.35546875,28160889722,43708.678013392855,41125.548567708334,48267.5841015625,2406.308987420508
2022-03-28,47128.00390625,48086.8359375,46690.203125,46821.8515625,36362175703,44572.96484375,41392.97708333333,48271.26701171875,2611.1252589590267
2022-03-29,47465.73046875,48022.2890625,47100.4375,47100.4375,31397059069,45302.525111607145,41718.17526041667,48284.17611328125,2740.8851684877723
2022-03-30,47062.6640625,47655.1484375,46746.2109375,47456.8984375,29333883962,45898.197544642855,41847.15625,48293.4821484375,2899.166182103432
2022-03-31,45538.67578125,47512.02734375,45390.5390625,47062.1484375,33327427106,46123.58928571428,41886.62421875,48290.8591796875,2942.218835035158
2022-04-01,46281.64453125,46616.2421875,44403.140625,45554.1640625,38162644287,46399.71986607143,41965.20846354167,48297.45203125,3028.727170734015
2022-04-02,45868.94921875,47028.28125,45782.51171875,46285.5,29336594194,46595.165736607145,42079.11380208333,48291.33431640625,3110.802415541773
2022-04-03,46453.56640625,47313.4765625,45634.10546875,45859.12890625,25414397610,46542.747767857145,42322.979166666664,48282.72041015625,3158.649390643732
2022-04-04,46622.67578125,46791.08984375,45235.81640625,46445.2734375,32499785455,46470.55803571428,42563.715494791664,48276.9169921875,3203.1412524895786
2022-04-05,45555.9921875,47106.140625,45544.80859375,46624.5078125,29640604055,46197.73828125,42801.582421875,48268.35935546875,3149.324473713586
2022-04-06,43206.73828125,45544.35546875,43193.953125,45544.35546875,39393395788,45646.89174107143,42973.07239583333,48243.00123046875,3019.749420188607
2022-04-07,43503.84765625,43860.69921875,42899.90625,43207.5,26101973106,45356.20200892857,43131.958333333336,48224.219375,2912.695543215493
2022-04-08,42287.6640625,43903.01953125,42183.2890625,43505.13671875,27215995394,44785.63337053572,43142.11627604167,48221.43869140625,2909.079283141966
2022-04-09,42782.13671875,42786.81640625,42183.25390625,42282.078125,16050772496,44344.66015625,43253.60546875,48231.88099609375,2825.0831229402174
2022-04-10,42207.671875,43376.37890625,42021.20703125,42781.08984375,17654475582,43738.103794642855,43367.362109375,48225.04681640625,2705.537732397509
2022-04-11,39521.90234375,42424.58984375,39373.05859375,42201.0390625,33949912166,42723.70758928572,43387.95846354167,48198.18083984375,2672.5387389648854
2022-04-12,40127.18359375,40617.5859375,39388.328125,39533.71484375,30991500854,41948.16350446428,43463.87578125,48184.6180078125,2538.7920066087054
2022-04-13,41166.73046875,41430.0546875,39712.74609375,40123.5703125,27691105228,41656.73381696428,43513.875,48176.86869140625,2475.4116698987496
2022-04-14,39935.515625,41451.48046875,39695.74609375,41160.21875,24342001973,41146.97209821428,43533.766015625,48160.50357421875,2442.890008158404
2022-04-15,40553.46484375,40617.72265625,39866.83203125,39939.40234375,21756855753,40899.22935267857,43514.08385416667,48152.09224609375,2465.086498743297
2022-04-16,40424.484375,40633.6796875,40078.42578125,40552.31640625,16833150693,40562.421875,43496.520703125,48149.041953125,2485.7650338766034
2022-04-17,39716.953125,40570.7265625,39620.89453125,40417.77734375,19087633042,40206.60491071428,43427.047265625,48139.80490234375,2562.715962296134
